object_type,source_catalog,source_id,scientific_name,host_object_id,host_name,ra_deg,dec_deg,distance_ly,apparent_magnitude,radius_earth,mass_earth,orbital_period_days,equilibrium_temperature_k,discovery_year,discovery_method,discovery_reference,visual_seed,visual_category,source_updated_at,raw_data
planet,NASA_EXOPLANET_ARCHIVE,HIP 39330 b,HIP 39330 b,843289c6-9564-4ce9-8ff7-5c2ec8572d53,HIP 39330,120.6116831,-46.3353155,118.707085,,13.5,530.77343969,4650,125,2026,Radial Velocity,Pe&ntilde;a et al. 2026,1042583618,gas,2026-09-18T14:51:26.782Z,"{""pl_name"":""HIP 39330 b"",""hostname"":""HIP 39330"",""gaia_dr3_id"":""Gaia DR3 5518807064384744832"",""ra"":120.6116831,""dec"":-46.3353155,""sy_dist"":36.3958,""sy_gaiamag"":7.35423,""pl_rade"":13.5,""pl_radelim"":0,""pl_bmasse"":530.77343969,""pl_bmasselim"":0,""pl_bmassprov"":""Mass"",""pl_orbper"":4650,""pl_orbperlim"":0,""pl_orbsmax"":5.05,""pl_eqt"":125.05,""pl_eqtlim"":0,""disc_year"":2026,""discoverymethod"":""Radial Velocity"",""disc_refname"":""<a refstr=PENA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...709A.213P/abstract target=ref>Pe&ntilde;a et al. 2026</a>"",""import_batch"":""astralys_nasa_confirmed_planets_20260918"",""discovery_status"":""confirmed"",""table"":""pscomppars"",""gaia_host_source_id"":""5518807064384744832"",""orbit_order"":1,""retrieved_at"":""2026-09-18T14:51:26.782Z"",""sky_position_kind"":""host_system_direction"",""visual_is_interpretation"":true,""best_mass_is_minimum"":false}"
planet,NASA_EXOPLANET_ARCHIVE,HD 63765 b,HD 63765 b,4e863fc0-dd68-4139-b570-70ace1a293d9,HD 63765,116.9582617,-54.265345,106.123335,,14.2,,358,247,2011,Radial Velocity, S&eacute;gransan et al. 2011 ,2060860023,gas,2026-09-18T14:51:26.782Z,"{""pl_name"":""HD 63765 b"",""hostname"":""HD 63765"",""gaia_dr3_id"":""Gaia DR3 5488567574038257280"",""ra"":116.9582617,""dec"":-54.265345,""sy_dist"":32.5376,""sy_gaiamag"":7.90983,""pl_rade"":14.2,""pl_radelim"":0,""pl_bmasse"":168.4499,""pl_bmasselim"":0,""pl_bmassprov"":""Msini"",""pl_orbper"":358,""pl_orbperlim"":0,""pl_orbsmax"":0.94,""pl_eqt"":246.9,""pl_eqtlim"":0,""disc_year"":2011,""discoverymethod"":""Radial Velocity"",""disc_refname"":""<a refstr=SEGRANSAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...535A..54S/abstract target=ref> S&eacute;gransan et al. 2011 </a>"",""import_batch"":""astralys_nasa_confirmed_planets_20260918"",""discovery_status"":""confirmed"",""table"":""pscomppars"",""gaia_host_source_id"":""5488567574038257280"",""orbit_order"":1,""retrieved_at"":""2026-09-18T14:51:26.782Z"",""sky_position_kind"":""host_system_direction"",""visual_is_interpretation"":true,""best_mass_is_minimum"":true}"
planet,NASA_EXOPLANET_ARCHIVE,HD 143105 b,HD 143105 b,5adb7226-cbd0-4898-9f4c-68a3769753db,HD 143105,238.4023547,68.7199779,152.572189,,13.7,,2.1974,2028,2016,Radial Velocity,H&eacute;brard et al. 2016,1618674683,gas,2026-09-18T14:51:26.782Z,"{""pl_name"":""HD 143105 b"",""hostname"":""HD 143105"",""gaia_dr3_id"":""Gaia DR3 1646538011423566464"",""ra"":238.4023547,""dec"":68.7199779,""sy_dist"":46.7789,""sy_gaiamag"":6.62583,""pl_rade"":13.7,""pl_radelim"":0,""pl_bmasse"":384.5743,""pl_bmasselim"":0,""pl_bmassprov"":""Msini"",""pl_orbper"":2.1974,""pl_orbperlim"":0,""pl_orbsmax"":0.0379,""pl_eqt"":2028.25,""pl_eqtlim"":0,""disc_year"":2016,""discoverymethod"":""Radial Velocity"",""disc_refname"":""<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>"",""import_batch"":""astralys_nasa_confirmed_planets_20260918"",""discovery_status"":""confirmed"",""table"":""pscomppars"",""gaia_host_source_id"":""1646538011423566464"",""orbit_order"":1,""retrieved_at"":""2026-09-18T14:51:26.782Z"",""sky_position_kind"":""host_system_direction"",""visual_is_interpretation"":true,""best_mass_is_minimum"":true}"
planet,NASA_EXOPLANET_ARCHIVE,HD 33283 b,HD 33283 b,e3d55a9d-56f9-4b64-8ca9-1827363e3235,HD 33283,77.0044889,-26.7976689,293.091283,,12.5,,18.1991,1034,2006,Radial Velocity, Johnson et al. 2006 ,608031510,gas,2026-09-18T14:51:26.782Z,"{""pl_name"":""HD 33283 b"",""hostname"":""HD 33283"",""gaia_dr3_id"":""Gaia DR3 2955981936912654592"",""ra"":77.0044889,""dec"":-26.7976689,""sy_dist"":89.8623,""sy_gaiamag"":7.89933,""pl_rade"":12.5,""pl_radelim"":0,""pl_bmasse"":104.56607,""pl_bmasselim"":0,""pl_bmassprov"":""Msini"",""pl_orbper"":18.1991,""pl_orbperlim"":0,""pl_orbsmax"":0.1508,""pl_eqt"":1034.4,""pl_eqtlim"":0,""disc_year"":2006,""discoverymethod"":""Radial Velocity"",""disc_refname"":""<a refstr=JOHNSON_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...647..600J/abstract target=ref> Johnson et al. 2006 </a>"",""import_batch"":""astralys_nasa_confirmed_planets_20260918"",""discovery_status"":""confirmed"",""table"":""pscomppars"",""gaia_host_source_id"":""2955981936912654592"",""orbit_order"":1,""retrieved_at"":""2026-09-18T14:51:26.782Z"",""sky_position_kind"":""host_system_direction"",""visual_is_interpretation"":true,""best_mass_is_minimum"":true}"
planet,NASA_EXOPLANET_ARCHIVE,HD 159868 c,HD 159868 c,1ec41864-8ff3-4e22-a8be-2572232f4adf,HD 159868,264.7466665,-43.1462347,182.159104,,14,,351,383,2012,Radial Velocity, Wittenmyer et al. 2012 ,1042619836,gas,2026-09-18T14:51:26.782Z,"{""pl_name"":""HD 159868 c"",""hostname"":""HD 159868"",""gaia_dr3_id"":""Gaia DR3 5955841736510622208"",""ra"":264.7466665,""dec"":-43.1462347,""sy_dist"":55.8503,""sy_gaiamag"":7.04579,""pl_rade"":14,""pl_radelim"":0,""pl_bmasse"":244.09344,""pl_bmasselim"":0,""pl_bmassprov"":""Msini"",""pl_orbper"":351,""pl_orbperlim"":0,""pl_orbsmax"":1.032,""pl_eqt"":383.37,""pl_eqtlim"":0,""disc_year"":2012,""discoverymethod"":""Radial Velocity"",""disc_refname"":""<a refstr=WITTENMYER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...753..169W/abstract target=ref> Wittenmyer et al. 2012 </a>"",""import_batch"":""astralys_nasa_confirmed_planets_20260918"",""discovery_status"":""confirmed"",""table"":""pscomppars"",""gaia_host_source_id"":""5955841736510622208"",""orbit_order"":1,""retrieved_at"":""2026-09-18T14:51:26.782Z"",""sky_position_kind"":""host_system_direction"",""visual_is_interpretation"":true,""best_mass_is_minimum"":true}"
planet,NASA_EXOPLANET_ARCHIVE,HIP 111909 b,HIP 111909 b,58340aae-5e1a-4271-ae6a-9970b86339eb,HIP 111909,340.0304354,-49.5985391,287.26842,,13.7,,487.08,437,2025,Radial Velocity,Jenkins et al. 2025,473388764,gas,2026-09-18T14:51:26.782Z,"{""pl_name"":""HIP 111909 b"",""hostname"":""HIP 111909"",""gaia_dr3_id"":""Gaia DR3 6517272336609082880"",""ra"":340.0304354,""dec"":-49.5985391,""sy_dist"":88.077,""sy_gaiamag"":7.09697,""pl_rade"":13.7,""pl_radelim"":0,""pl_bmasse"":384.57237247,""pl_bmasselim"":0,""pl_bmassprov"":""Msini"",""pl_orbper"":487.08,""pl_orbperlim"":0,""pl_orbsmax"":1.32,""pl_eqt"":436.91,""pl_eqtlim"":0,""disc_year"":2025,""discoverymethod"":""Radial Velocity"",""disc_refname"":""<a refstr=JENKINS_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...704A.283J/abstract target=ref>Jenkins et al. 2025</a>"",""import_batch"":""astralys_nasa_confirmed_planets_20260918"",""discovery_status"":""confirmed"",""table"":""pscomppars"",""gaia_host_source_id"":""6517272336609082880"",""orbit_order"":1,""retrieved_at"":""2026-09-18T14:51:26.782Z"",""sky_position_kind"":""host_system_direction"",""visual_is_interpretation"":true,""best_mass_is_minimum"":true}"
planet,NASA_EXOPLANET_ARCHIVE,HD 37605 b,HD 37605 b,b8483a6a-25d2-415b-b059-8d935ec2eae2,HD 37605,85.0074276,6.0595116,152.596651,,13.2,,55.01292,466,2004,Radial Velocity, Cochran et al. 2004 ,1627309932,gas,2026-09-18T14:51:26.782Z,"{""pl_name"":""HD 37605 b"",""hostname"":""HD 37605"",""gaia_dr3_id"":""Gaia DR3 3332911492327546368"",""ra"":85.0074276,""dec"":6.0595116,""sy_dist"":46.7864,""sy_gaiamag"":8.46192,""pl_rade"":13.2,""pl_radelim"":0,""pl_bmasse"":854.9627,""pl_bmasselim"":0,""pl_bmassprov"":""Msini"",""pl_orbper"":55.01292,""pl_orbperlim"":0,""pl_orbsmax"":0.277,""pl_eqt"":465.76,""pl_eqtlim"":0,""disc_year"":2004,""discoverymethod"":""Radial Velocity"",""disc_refname"":""<a refstr=COCHRAN_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...611L.133C/abstract target=ref> Cochran et al. 2004 </a>"",""import_batch"":""astralys_nasa_confirmed_planets_20260918"",""discovery_status"":""confirmed"",""table"":""pscomppars"",""gaia_host_source_id"":""3332911492327546368"",""orbit_order"":1,""retrieved_at"":""2026-09-18T14:51:26.782Z"",""sky_position_kind"":""host_system_direction"",""visual_is_interpretation"":true,""best_mass_is_minimum"":true}"
planet,NASA_EXOPLANET_ARCHIVE,HD 23079 c,HD 23079 c,87c7ea48-10f1-420f-873e-8a6ebd172007,HD 23079,54.9281897,-52.9162344,109.128862,,2.8,,5.748913,,2025,Radial Velocity,Delisle et al. 2025,134632069,rocky,2026-09-18T14:51:26.782Z,"{""pl_name"":""HD 23079 c"",""hostname"":""HD 23079"",""gaia_dr3_id"":""Gaia DR3 4733035238430992768"",""ra"":54.9281897,""dec"":-52.9162344,""sy_dist"":33.4591,""sy_gaiamag"":6.96235,""pl_rade"":2.8,""pl_radelim"":0,""pl_bmasse"":8.26,""pl_bmasselim"":0,""pl_bmassprov"":""Msini"",""pl_orbper"":5.748913,""pl_orbperlim"":0,""pl_orbsmax"":null,""pl_eqt"":null,""pl_eqtlim"":null,""disc_year"":2025,""discoverymethod"":""Radial Velocity"",""disc_refname"":""<a refstr=DELISLE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...703A..78D/abstract target=ref>Delisle et al. 2025</a>"",""import_batch"":""astralys_nasa_confirmed_planets_20260918"",""discovery_status"":""confirmed"",""table"":""pscomppars"",""gaia_host_source_id"":""4733035238430992768"",""orbit_order"":1,""retrieved_at"":""2026-09-18T14:51:26.782Z"",""sky_position_kind"":""host_system_direction"",""visual_is_interpretation"":true,""best_mass_is_minimum"":true}"
planet,NASA_EXOPLANET_ARCHIVE,GJ 887 b,GJ 887 b,cc13766a-38fb-4d92-a0fb-423902dfc4dc,GJ 887,346.5027573,-35.8473489,10.720063,,1.8,,9.2619,426,2020,Radial Velocity,Jeffers et al. 2020,103471524,rocky,2026-09-18T14:51:26.782Z,"{""pl_name"":""GJ 887 b"",""hostname"":""GJ 887"",""gaia_dr3_id"":""Gaia DR3 6553614253923452800"",""ra"":346.5027573,""dec"":-35.8473489,""sy_dist"":3.28679,""sy_gaiamag"":6.52199,""pl_rade"":1.8,""pl_radelim"":0,""pl_bmasse"":3.9,""pl_bmasselim"":0,""pl_bmassprov"":""Msini"",""pl_orbper"":9.2619,""pl_orbperlim"":0,""pl_orbsmax"":0.0683,""pl_eqt"":426,""pl_eqtlim"":0,""disc_year"":2020,""discoverymethod"":""Radial Velocity"",""disc_refname"":""<a refstr=JEFFERS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Sci...368.1477J/abstract target=ref>Jeffers et al. 2020</a>"",""import_batch"":""astralys_nasa_confirmed_planets_20260918"",""discovery_status"":""confirmed"",""table"":""pscomppars"",""gaia_host_source_id"":""6553614253923452800"",""orbit_order"":2,""retrieved_at"":""2026-09-18T14:51:26.782Z"",""sky_position_kind"":""host_system_direction"",""visual_is_interpretation"":true,""best_mass_is_minimum"":true}"
planet,NASA_EXOPLANET_ARCHIVE,HD 222076 b,HD 222076 b,e414dd4b-c5e4-4269-bfdd-171ed040f204,HD 222076,354.531982,-70.9032461,297.303588,,13.5,,871,347,2016,Radial Velocity,Wittenmyer et al. 2017,1796261459,gas,2026-09-18T14:51:26.782Z,"{""pl_name"":""HD 222076 b"",""hostname"":""HD 222076"",""gaia_dr3_id"":""Gaia DR3 6386468454774591744"",""ra"":354.531982,""dec"":-70.9032461,""sy_dist"":91.1538,""sy_gaiamag"":7.18755,""pl_rade"":13.5,""pl_radelim"":0,""pl_bmasse"":495.8148,""pl_bmasselim"":0,""pl_bmassprov"":""Msini"",""pl_orbper"":871,""pl_orbperlim"":0,""pl_orbsmax"":1.83,""pl_eqt"":346.88,""pl_eqtlim"":0,""disc_year"":2016,""discoverymethod"":""Radial Velocity"",""disc_refname"":""<a refstr=WITTENMYER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...51W/abstract target=ref>Wittenmyer et al. 2017</a>"",""import_batch"":""astralys_nasa_confirmed_planets_20260918"",""discovery_status"":""confirmed"",""table"":""pscomppars"",""gaia_host_source_id"":""6386468454774591744"",""orbit_order"":1,""retrieved_at"":""2026-09-18T14:51:26.782Z"",""sky_position_kind"":""host_system_direction"",""visual_is_interpretation"":true,""best_mass_is_minimum"":true}"
planet,NASA_EXOPLANET_ARCHIVE,HD 221585 b,HD 221585 b,7a698d7f-8c98-42a0-8696-7d30278ad47c,HD 221585,353.2293802,63.1556146,182.169541,,13.5,,1173,243,2016,Radial Velocity,D&iacute;az et al. 2016,2055981237,gas,2026-09-18T14:51:26.782Z,"{""pl_name"":""HD 221585 b"",""hostname"":""HD 221585"",""gaia_dr3_id"":""Gaia DR3 2016655237613545728"",""ra"":353.2293802,""dec"":63.1556146,""sy_dist"":55.8535,""sy_gaiamag"":7.28128,""pl_rade"":13.5,""pl_radelim"":0,""pl_bmasse"":511.7063,""pl_bmasselim"":0,""pl_bmassprov"":""Msini"",""pl_orbper"":1173,""pl_orbperlim"":0,""pl_orbsmax"":2.306,""pl_eqt"":242.77,""pl_eqtlim"":0,""disc_year"":2016,""discoverymethod"":""Radial Velocity"",""disc_refname"":""<a refstr=D_IACUTE_AZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A.146D/abstract target=ref>D&iacute;az et al. 2016</a>"",""import_batch"":""astralys_nasa_confirmed_planets_20260918"",""discovery_status"":""confirmed"",""table"":""pscomppars"",""gaia_host_source_id"":""2016655237613545728"",""orbit_order"":1,""retrieved_at"":""2026-09-18T14:51:26.782Z"",""sky_position_kind"":""host_system_direction"",""visual_is_interpretation"":true,""best_mass_is_minimum"":true}"
planet,NASA_EXOPLANET_ARCHIVE,HD 22496 b,HD 22496 b,6eab9ef4-2d15-4e35-9da3-3554845bd86b,HD 22496,53.7565398,-48.4178173,44.342865,,2.22,,5.09071,573,2021,Radial Velocity,Lillo-Box et al. 2021,1272054953,rocky,2026-09-18T14:51:26.782Z,"{""pl_name"":""HD 22496 b"",""hostname"":""HD 22496"",""gaia_dr3_id"":""Gaia DR3 4833654227548585856"",""ra"":53.7565398,""dec"":-48.4178173,""sy_dist"":13.5956,""sy_gaiamag"":8.01945,""pl_rade"":2.22,""pl_radelim"":0,""pl_bmasse"":5.57,""pl_bmasselim"":0,""pl_bmassprov"":""Msini"",""pl_orbper"":5.09071,""pl_orbperlim"":0,""pl_orbsmax"":0.051,""pl_eqt"":573,""pl_eqtlim"":0,""disc_year"":2021,""discoverymethod"":""Radial Velocity"",""disc_refname"":""<a refstr=LILLO_BOX_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A..60L/abstract target=ref>Lillo-Box et al. 2021</a>"",""import_batch"":""astralys_nasa_confirmed_planets_20260918"",""discovery_status"":""confirmed"",""table"":""pscomppars"",""gaia_host_source_id"":""4833654227548585856"",""orbit_order"":1,""retrieved_at"":""2026-09-18T14:51:26.782Z"",""sky_position_kind"":""host_system_direction"",""visual_is_interpretation"":true,""best_mass_is_minimum"":true}"
planet,NASA_EXOPLANET_ARCHIVE,HD 210277 b,HD 210277 b,9723c6fc-f9bb-4c1f-8e25-005b6a7c16f9,HD 210277,332.3748117,-7.5505962,69.466336,,13.6,,442.19,260,1998,Radial Velocity, Marcy et al. 1999 ,315619160,gas,2026-09-18T14:51:26.782Z,"{""pl_name"":""HD 210277 b"",""hostname"":""HD 210277"",""gaia_dr3_id"":""Gaia DR3 2619706544757416192"",""ra"":332.3748117,""dec"":-7.5505962,""sy_dist"":21.2985,""sy_gaiamag"":6.34701,""pl_rade"":13.6,""pl_radelim"":0,""pl_bmasse"":410.0007,""pl_bmasselim"":0,""pl_bmassprov"":""Msini"",""pl_orbper"":442.19,""pl_orbperlim"":0,""pl_orbsmax"":1.13,""pl_eqt"":259.86,""pl_eqtlim"":0,""disc_year"":1998,""discoverymethod"":""Radial Velocity"",""disc_refname"":""<a refstr=MARCY_ET_AL__1999 href=https://ui.adsabs.harvard.edu/abs/1999ApJ...520..239M/abstract target=ref> Marcy et al. 1999 </a>"",""import_batch"":""astralys_nasa_confirmed_planets_20260918"",""discovery_status"":""confirmed"",""table"":""pscomppars"",""gaia_host_source_id"":""2619706544757416192"",""orbit_order"":1,""retrieved_at"":""2026-09-18T14:51:26.782Z"",""sky_position_kind"":""host_system_direction"",""visual_is_interpretation"":true,""best_mass_is_minimum"":true}"
planet,NASA_EXOPLANET_ARCHIVE,ups And c,ups And c,a1f069c8-883b-4b87-8799-4c772c0caeec,ups And,24.1983534,41.4038147,43.722516,,12.3,4443.24112986,241.258,408,1999,Radial Velocity, Butler et al. 1999 ,255985461,gas,2026-09-18T14:51:26.782Z,"{""pl_name"":""ups And c"",""hostname"":""ups And"",""gaia_dr3_id"":""Gaia DR3 348020482735930112"",""ra"":24.1983534,""dec"":41.4038147,""sy_dist"":13.4054,""sy_gaiamag"":3.98687,""pl_rade"":12.3,""pl_radelim"":0,""pl_bmasse"":4443.24112986,""pl_bmasselim"":0,""pl_bmassprov"":""Mass"",""pl_orbper"":241.258,""pl_orbperlim"":0,""pl_orbsmax"":0.827774,""pl_eqt"":407.56,""pl_eqtlim"":0,""disc_year"":1999,""discoverymethod"":""Radial Velocity"",""disc_refname"":""<a refstr=BUTLER_ET_AL__1999 href=https://ui.adsabs.harvard.edu/abs/1999ApJ...526..916B/abstract target=ref> Butler et al. 1999 </a>"",""import_batch"":""astralys_nasa_confirmed_planets_20260918"",""discovery_status"":""confirmed"",""table"":""pscomppars"",""gaia_host_source_id"":""348020482735930112"",""orbit_order"":2,""retrieved_at"":""2026-09-18T14:51:26.782Z"",""sky_position_kind"":""host_system_direction"",""visual_is_interpretation"":true,""best_mass_is_minimum"":false}"
planet,NASA_EXOPLANET_ARCHIVE,HD 200964 c,HD 200964 c,3a363da0-ea5f-44b4-834c-17e73406cc2f,HD 200964,316.6664183,3.8033357,236.763816,,13.7,,852.5,381,2010,Radial Velocity, Johnson et al. 2010 ,578510557,gas,2026-09-18T14:51:26.782Z,"{""pl_name"":""HD 200964 c"",""hostname"":""HD 200964"",""gaia_dr3_id"":""Gaia DR3 1732018855730384256"",""ra"":316.6664183,""dec"":3.8033357,""sy_dist"":72.5922,""sy_gaiamag"":6.23723,""pl_rade"":13.7,""pl_radelim"":0,""pl_bmasse"":385.84562,""pl_bmasselim"":0,""pl_bmassprov"":""Msini"",""pl_orbper"":852.5,""pl_orbperlim"":0,""pl_orbsmax"":1.96,""pl_eqt"":380.62,""pl_eqtlim"":0,""disc_year"":2010,""discoverymethod"":""Radial Velocity"",""disc_refname"":""<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>"",""import_batch"":""astralys_nasa_confirmed_planets_20260918"",""discovery_status"":""confirmed"",""table"":""pscomppars"",""gaia_host_source_id"":""1732018855730384256"",""orbit_order"":2,""retrieved_at"":""2026-09-18T14:51:26.782Z"",""sky_position_kind"":""host_system_direction"",""visual_is_interpretation"":true,""best_mass_is_minimum"":true}"
planet,NASA_EXOPLANET_ARCHIVE,HD 37124 b,HD 37124 b,d5b7dd06-d7dd-4281-ab53-1cb8de8c661b,HD 37124,84.2599947,20.7289784,103.272079,,14,,154.378,366,2002,Radial Velocity, Butler et al. 2003 ,1782286364,gas,2026-09-18T14:51:26.782Z,"{""pl_name"":""HD 37124 b"",""hostname"":""HD 37124"",""gaia_dr3_id"":""Gaia DR3 3402798414192387328"",""ra"":84.2599947,""dec"":20.7289784,""sy_dist"":31.6634,""sy_gaiamag"":7.47238,""pl_rade"":14,""pl_radelim"":0,""pl_bmasse"":214.53525,""pl_bmasselim"":0,""pl_bmassprov"":""Msini"",""pl_orbper"":154.378,""pl_orbperlim"":0,""pl_orbsmax"":0.53364,""pl_eqt"":366.48,""pl_eqtlim"":0,""disc_year"":2002,""discoverymethod"":""Radial Velocity"",""disc_refname"":""<a refstr=BUTLER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...582..455B/abstract target=ref> Butler et al. 2003 </a>"",""import_batch"":""astralys_nasa_confirmed_planets_20260918"",""discovery_status"":""confirmed"",""table"":""pscomppars"",""gaia_host_source_id"":""3402798414192387328"",""orbit_order"":1,""retrieved_at"":""2026-09-18T14:51:26.782Z"",""sky_position_kind"":""host_system_direction"",""visual_is_interpretation"":true,""best_mass_is_minimum"":true}"
planet,NASA_EXOPLANET_ARCHIVE,HIP 14810 c,HIP 14810 c,f6bb6d20-917a-4d45-b262-a8234842366d,HIP 14810,47.809275,21.0971302,164.643549,,13.6,,147.747,373,2006,Radial Velocity, Wright et al. 2007 ,954973917,gas,2026-09-18T14:51:26.782Z,"{""pl_name"":""HIP 14810 c"",""hostname"":""HIP 14810"",""gaia_dr3_id"":""Gaia DR3 60684353135617792"",""ra"":47.809275,""dec"":21.0971302,""sy_dist"":50.48,""sy_gaiamag"":8.33307,""pl_rade"":13.6,""pl_radelim"":0,""pl_bmasse"":416.3573,""pl_bmasselim"":0,""pl_bmassprov"":""Msini"",""pl_orbper"":147.747,""pl_orbperlim"":0,""pl_orbsmax"":0.549,""pl_eqt"":373.22,""pl_eqtlim"":0,""disc_year"":2006,""discoverymethod"":""Radial Velocity"",""disc_refname"":""<a refstr=WRIGHT_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...657..533W/abstract target=ref> Wright et al. 2007 </a>"",""import_batch"":""astralys_nasa_confirmed_planets_20260918"",""discovery_status"":""confirmed"",""table"":""pscomppars"",""gaia_host_source_id"":""60684353135617792"",""orbit_order"":2,""retrieved_at"":""2026-09-18T14:51:26.782Z"",""sky_position_kind"":""host_system_direction"",""visual_is_interpretation"":true,""best_mass_is_minimum"":true}"
planet,NASA_EXOPLANET_ARCHIVE,HD 25463 c,HD 25463 c,d6796635-c27f-47cc-b4c8-b2c774d6a868,HD 25463,60.7483361,9.2077676,148.78617,,1.36354953,4.3,3.04405,1586,2023,Transit,Akana Murphy et al. 2023,638067813,lava,2026-09-18T14:51:26.782Z,"{""pl_name"":""HD 25463 c"",""hostname"":""HD 25463"",""gaia_dr3_id"":""Gaia DR3 3301771025223950336"",""ra"":60.7483361,""dec"":9.2077676,""sy_dist"":45.6181,""sy_gaiamag"":6.77613,""pl_rade"":1.36354953,""pl_radelim"":0,""pl_bmasse"":4.3,""pl_bmasselim"":0,""pl_bmassprov"":""Mass"",""pl_orbper"":3.04405,""pl_orbperlim"":0,""pl_orbsmax"":0.0443,""pl_eqt"":1585.57,""pl_eqtlim"":0,""disc_year"":2023,""discoverymethod"":""Transit"",""disc_refname"":""<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>"",""import_batch"":""astralys_nasa_confirmed_planets_20260918"",""discovery_status"":""confirmed"",""table"":""pscomppars"",""gaia_host_source_id"":""3301771025223950336"",""orbit_order"":1,""retrieved_at"":""2026-09-18T14:51:26.782Z"",""sky_position_kind"":""host_system_direction"",""visual_is_interpretation"":true,""best_mass_is_minimum"":false}"
planet,NASA_EXOPLANET_ARCHIVE,HD 96167 b,HD 96167 b,cedeeca6-c31e-498b-a37b-64facd1b15d2,HD 96167,166.3125657,-10.291345,278.213025,,14,,498.04,334,2009,Radial Velocity, Peek et al. 2009 ,1317927375,gas,2026-09-18T14:51:26.782Z,"{""pl_name"":""HD 96167 b"",""hostname"":""HD 96167"",""gaia_dr3_id"":""Gaia DR3 3758718711877270784"",""ra"":166.3125657,""dec"":-10.291345,""sy_dist"":85.3006,""sy_gaiamag"":7.92849,""pl_rade"":14,""pl_radelim"":0,""pl_bmasse"":227.88411,""pl_bmasselim"":0,""pl_bmassprov"":""Msini"",""pl_orbper"":498.04,""pl_orbperlim"":0,""pl_orbsmax"":1.332,""pl_eqt"":333.63,""pl_eqtlim"":0,""disc_year"":2009,""discoverymethod"":""Radial Velocity"",""disc_refname"":""<a refstr=PEEK_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009PASP..121..613P/abstract target=ref> Peek et al. 2009 </a>"",""import_batch"":""astralys_nasa_confirmed_planets_20260918"",""discovery_status"":""confirmed"",""table"":""pscomppars"",""gaia_host_source_id"":""3758718711877270784"",""orbit_order"":1,""retrieved_at"":""2026-09-18T14:51:26.782Z"",""sky_position_kind"":""host_system_direction"",""visual_is_interpretation"":true,""best_mass_is_minimum"":true}"
planet,NASA_EXOPLANET_ARCHIVE,HD 109246 b,HD 109246 b,d4e2ab51-0f86-457b-af89-e16e320385a5,HD 109246,188.027184,74.4893379,221.247596,,13.9,,68.27,507,2010,Radial Velocity, Boisse et al. 2010 ,768215274,gas,2026-09-18T14:51:26.782Z,"{""pl_name"":""HD 109246 b"",""hostname"":""HD 109246"",""gaia_dr3_id"":""Gaia DR3 1692267077979468544"",""ra"":188.027184,""dec"":74.4893379,""sy_dist"":67.8349,""sy_gaiamag"":8.5873,""pl_rade"":13.9,""pl_radelim"":0,""pl_bmasse"":273.3338,""pl_bmasselim"":0,""pl_bmassprov"":""Msini"",""pl_orbper"":68.27,""pl_orbperlim"":0,""pl_orbsmax"":0.33,""pl_eqt"":507.43,""pl_eqtlim"":0,""disc_year"":2010,""discoverymethod"":""Radial Velocity"",""disc_refname"":""<a refstr=BOISSE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..88B/abstract target=ref> Boisse et al. 2010 </a>"",""import_batch"":""astralys_nasa_confirmed_planets_20260918"",""discovery_status"":""confirmed"",""table"":""pscomppars"",""gaia_host_source_id"":""1692267077979468544"",""orbit_order"":1,""retrieved_at"":""2026-09-18T14:51:26.782Z"",""sky_position_kind"":""host_system_direction"",""visual_is_interpretation"":true,""best_mass_is_minimum"":true}"
